,Player,Pos,Age,Tm,G,TOT_MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
397,Kelan Martin,SF,24.0,MIN,31.0,495,9.2,.506,.530,.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,.023,-3.3,-1.0,-4.3,-0.3
398,Frank Mason III,PG,25.0,MIL,6.0,53,4.2,.337,.526,.211,6.0,8.8,7.5,25.6,1.7,0.0,22.4,20.8,-0.2,0.1,-0.1,-0.060,-7.5,-0.9,-8.4,-0.1
399,Garrison Mathews,SG,23.0,WAS,18.0,227,13.1,.691,.821,.607,2.8,9.1,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.0,0.6,.129,-0.5,-0.6,-1.1,0.1
400,Wesley Matthews,SG,33.0,MIL,62.0,1529,8.4,.545,.691,.157,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,0.8,2.4,3.1,.099,-2.5,0.8,-1.7,0.1
401,Patrick McCaw,SF,24.0,TOR,37.0,908,7.3,.500,.438,.111,2.3,7.6,5.0,11.4,2.0,0.4,14.6,9.4,0.2,1.2,1.4,.073,-3.6,1.8,-1.8,0.0
402,CJ McCollum,SG,28.0,POR,62.0,2229,17.4,.543,.378,.135,1.9,9.7,5.9,19.3,1.0,1.5,8.3,26.7,3.1,0.6,3.7,.079,2.5,-1.7,0.9,1.6
403,T.J. McConnell,PG,27.0,IND,63.0,1188,16.2,.541,.041,.099,3.0,12.1,7.6,37.2,1.8,0.8,18.5,17.2,1.6,1.4,2.9,.119,0.1,0.2,0.3,0.7
404,Jalen McDaniels,PF,22.0,CHO,16.0,293,10.7,.574,.343,.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,.078,-3.3,0.0,-3.3,-0.1
405,Doug McDermott,PF,28.0,IND,62.0,1242,14.3,.626,.540,.106,2.1,11.7,6.9,8.3,0.4,0.3,7.2,19.6,2.1,0.9,3.0,.115,1.5,-1.5,0.0,0.6
406,JaVale McGee,C,32.0,LAL,61.0,1023,20.0,.655,.021,.265,12.1,25.2,18.8,4.7,1.4,7.9,12.9,15.0,2.2,2.3,4.5,.211,-0.3,2.3,2.1,1.1
408,Rodney McGruder,SG,28.0,LAC,50.0,749,6.5,.472,.506,.179,3.7,13.7,8.8,5.1,1.4,0.9,11.1,10.5,-0.1,1.0,0.8,.054,-3.8,0.8,-3.0,-0.2
409,Alfonzo McKinnie,SF,27.0,CLE,40.0,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,.014,-4.4,-0.9,-5.3,-0.5
410,Jordan McLaughlin,PG,23.0,MIN,30.0,590,16.3,.587,.427,.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.2,0.4,1.6,.130,0.4,-0.1,0.3,0.3
411,Ben McLemore,SG,26.0,HOU,63.0,1437,11.7,.622,.830,.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,2.1,0.9,3.0,.100,0.0,-0.7,-0.7,0.5
412,Jordan McRae,SG,28.0,TOT,37.0,784,14.2,.515,.344,.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,.043,0.0,-1.6,-1.5,0.1
413,Jordan McRae,SG,28.0,WAS,29.0,654,15.2,.523,.334,.262,2.7,15.2,8.7,18.8,1.4,2.0,9.7,24.9,0.4,0.2,0.7,.050,0.8,-1.3,-0.5,0.3
414,Jordan McRae,SG,28.0,DEN,4.0,32,16.7,.580,.667,.667,3.5,13.9,8.7,15.6,3.1,2.9,0.0,10.5,0.1,0.0,0.1,.208,1.0,1.4,2.5,0.0
415,Jordan McRae,SG,28.0,DET,4.0,98,6.5,.446,.372,.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,-0.1,0.0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2
416,Nicolò Melli,C,29.0,NOP,52.0,889,12.3,.583,.647,.216,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,1.0,0.8,1.8,.095,-0.9,0.3,-0.6,0.3
417,De'Anthony Melton,PG,21.0,MEM,52.0,1011,14.6,.525,.331,.300,3.9,15.9,10.0,20.9,3.0,1.5,16.3,19.6,0.4,1.4,1.8,.086,-1.6,1.8,0.3,0.6
418,Chimezie Metu,PF,22.0,SAS,16.0,73,25.4,.597,.029,.229,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,0.2,0.1,0.2,.159,3.8,-0.8,3.0,0.1
419,Khris Middleton,SF,28.0,MIL,55.0,1653,21.4,.619,.374,.231,2.5,17.0,10.2,21.0,1.4,0.4,10.8,26.2,4.3,3.1,7.4,.214,3.4,0.9,4.4,2.7
420,Eric Mika,PF,25.0,SAC,1.0,19,14.0,.773,.000,.667,11.6,30.5,20.8,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,.222,-2.2,-0.9,-3.1,0.0
421,C.J. Miles,SG,32.0,WAS,10.0,161,11.0,.472,.593,.339,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.6,0.0,0.1,0.1,.033,-1.8,0.0,-1.9,0.0
422,Malcolm Miller,SF,26.0,TOR,25.0,125,4.7,.432,.792,.250,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,-0.1,0.2,0.1,.037,-4.3,1.4,-2.9,0.0
423,Patty Mills,PG,31.0,SAS,63.0,1430,14.7,.589,.675,.188,1.4,6.0,3.7,11.3,1.7,0.4,7.6,20.5,2.1,0.5,2.6,.086,1.1,-1.2,-0.1,0.7
424,Paul Millsap,PF,34.0,DEN,44.0,1075,17.7,.598,.282,.326,9.0,17.9,13.5,9.5,1.7,2.4,12.1,20.3,2.0,1.4,3.4,.151,0.6,0.0,0.6,0.7
425,Shake Milton,SG,23.0,PHI,32.0,611,15.2,.633,.488,.235,2.0,10.3,6.1,17.4,1.5,0.8,13.7,19.6,1.1,0.6,1.7,.134,0.3,-0.6,-0.3,0.3
426,Donovan Mitchell,SG,23.0,UTA,63.0,2165,19.1,.560,.347,.235,2.3,11.2,7.0,21.2,1.5,0.5,10.9,31.0,3.0,2.2,5.2,.115,2.4,-0.5,1.9,2.1
427,Naz Mitrou-Long,SG,26.0,IND,3.0,43,10.1,.438,.688,.000,0.0,15.3,7.7,22.2,1.1,2.0,11.1,18.4,0.0,0.0,0.0,.015,-1.9,2.4,0.5,0.0
428,Adam Mokoka,SG,21.0,CHI,11.0,112,8.2,.538,.536,.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,.073,-3.1,-1.0,-4.1,-0.1
429,Malik Monk,SG,21.0,CHO,55.0,1169,12.7,.530,.418,.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,.028,-1.0,-1.3,-2.3,-0.1
430,Matt Mooney,SG,22.0,CLE,4.0,19,8.1,.250,.500,.000,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,0.0,0.0,0.0,.006,-5.3,5.0,-0.3,0.0
432,E'Twaun Moore,SG,30.0,NOP,51.0,958,11.1,.509,.390,.105,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,0.2,0.6,0.8,.042,-2.0,-1.0,-2.9,-0.2
433,Ja Morant,PG,20.0,MEM,59.0,1771,18.0,.568,.174,.331,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26.0,2.2,1.2,3.4,.093,1.6,-1.3,0.4,1.1
434,Juwan Morgan,PF,22.0,UTA,16.0,74,8.8,.559,.294,.000,7.8,19.8,14.1,3.8,0.0,1.1,15.0,11.9,0.0,0.1,0.1,.066,-2.9,-0.4,-3.3,0.0
435,Marcus Morris,SF-PF,30.0,TOT,55.0,1727,14.8,.567,.432,.279,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,2.0,1.2,3.2,.088,0.9,-0.8,0.1,0.9
436,Marcus Morris,SF,30.0,NYK,43.0,1387,16.5,.582,.415,.311,3.6,14.7,9.0,6.8,1.2,1.2,9.2,24.4,2.2,0.8,2.9,.101,1.9,-1.1,0.8,1.0
437,Marcus Morris,PF,30.0,LAC,12.0,340,7.7,.480,.526,.096,2.2,12.2,7.3,7.2,1.1,2.6,11.2,16.4,-0.2,0.4,0.2,.033,-3.1,0.5,-2.6,-0.1
438,Markieff Morris,PF,30.0,TOT,52.0,1106,12.4,.568,.494,.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,0.4,0.8,1.2,.053,-1.2,-0.9,-2.1,0.0
439,Markieff Morris,PF,30.0,DET,44.0,988,12.7,.573,.486,.203,2.7,17.3,9.9,11.0,1.3,0.9,14.2,21.8,0.3,0.7,1.0,.049,-1.0,-1.0,-2.1,0.0
440,Markieff Morris,PF,30.0,LAL,8.0,118,9.8,.503,.583,.111,9.5,14.4,12.0,5.5,0.8,3.0,11.7,15.3,0.1,0.2,0.2,.086,-2.5,0.1,-2.4,0.0
441,Monte Morris,PG,24.0,DEN,65.0,1402,14.9,.537,.298,.128,1.6,7.3,4.4,23.3,1.9,1.1,8.1,17.2,2.2,1.2,3.4,.117,0.2,-0.1,0.1,0.8
442,Johnathan Motley,PF,24.0,LAC,13.0,41,28.4,.774,.067,.467,7.7,17.2,12.6,32.8,3.4,0.0,21.7,23.4,0.2,0.1,0.3,.299,4.8,3.3,8.1,0.1
443,Emmanuel Mudiay,PG,23.0,UTA,48.0,752,13.7,.550,.263,.239,2.6,13.7,8.4,21.8,1.2,1.1,16.9,22.4,0.3,0.8,1.1,.071,-1.2,0.1,-1.1,0.2
444,Mychal Mulder,SG,25.0,GSW,7.0,204,7.8,.533,.776,.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,0.1,0.0,0.1,.017,-3.3,-2.9,-6.1,-0.2
445,Dejounte Murray,PG,23.0,SAS,58.0,1447,17.1,.535,.168,.175,5.0,20.0,12.5,23.7,3.3,1.0,15.7,20.6,0.9,1.7,2.6,.087,-0.5,1.5,1.0,1.1
446,Jamal Murray,PG,22.0,DEN,55.0,1804,17.5,.559,.359,.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,2.5,1.6,4.2,.111,1.8,-0.7,1.1,1.4
447,Džanan Musa,SF,20.0,BRK,35.0,404,8.4,.467,.468,.317,5.0,12.9,9.0,11.0,1.5,0.2,15.5,19.4,-0.4,0.4,0.0,.006,-4.1,-0.7,-4.8,-0.3
448,Mike Muscala,C,28.0,OKC,41.0,492,12.2,.560,.755,.138,3.0,17.7,10.6,9.8,0.8,1.9,7.7,16.4,0.5,0.5,1.0,.102,-0.1,-0.1,-0.2,0.2
449,Sviatoslav Mykhailiuk,SF,22.0,DET,56.0,1265,11.2,.578,.704,.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1.0,0.6,1.6,.060,-0.7,-1.2,-1.8,0.0
450,Abdel Nader,SF,26.0,OKC,48.0,756,11.2,.580,.477,.282,2.1,10.8,6.6,6.6,1.3,2.3,12.7,16.5,0.4,0.7,1.1,.072,-1.1,0.2,-0.8,0.2
451,Larry Nance Jr.,C,27.0,CLE,56.0,1472,17.3,.608,.369,.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,.128,1.4,0.3,1.8,1.4
452,Shabazz Napier,PG,28.0,TOT,51.0,1234,14.5,.555,.538,.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,1.1,0.8,1.9,.075,-0.3,-0.2,-0.5,0.5
453,Shabazz Napier,PG,28.0,MIN,36.0,856,13.9,.539,.562,.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,.071,-0.5,-0.2,-0.8,0.3
454,Shabazz Napier,PG,28.0,WAS,15.0,378,15.7,.587,.485,.408,2.2,8.5,5.2,24.2,3.2,0.5,18.6,20.7,0.4,0.2,0.6,.082,0.2,-0.2,0.1,0.2
455,Raul Neto,PG,27.0,PHI,49.0,565,11.5,.562,.406,.177,2.1,8.0,5.1,19.3,1.9,0.8,18.2,17.6,0.2,0.6,0.8,.071,-1.8,-0.1,-1.9,0.0
456,Malik Newman,SG,22.0,CLE,1.0,4,-11.3,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,0.0,0.0,0.0,-0.503,-14.5,-11.3,-25.9,0.0
457,Georges Niang,PF,26.0,UTA,58.0,772,12.4,.612,.698,.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,1.0,0.7,1.7,.105,0.9,-0.4,0.5,0.5
459,Nerlens Noel,C,25.0,OKC,55.0,1014,21.7,.714,.012,.386,9.3,20.0,14.8,7.9,2.7,6.9,15.4,15.3,2.7,2.1,4.8,.225,0.5,3.4,4.0,1.5
460,Zach Norvell,SG,22.0,TOT,5.0,41,2.6,.402,.667,.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,-0.1,0.0,-0.1,-0.084,-7.1,-1.2,-8.3,-0.1
461,Zach Norvell,SG,22.0,LAL,2.0,5,-5.6,.000,.000,.000,0.0,21.3,10.9,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,-0.149,-10.2,-2.4,-12.6,0.0
462,Zach Norvell,SG,22.0,GSW,3.0,36,3.7,.437,.727,.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,-0.1,0.0,-0.1,-0.075,-6.7,-1.1,-7.7,-0.1
463,Jaylen Nowell,SG,20.0,MIN,15.0,151,10.5,.471,.491,.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,.051,-2.9,-0.8,-3.7,-0.1
464,Frank Ntilikina,PG,21.0,NYK,57.0,1187,9.8,.497,.411,.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,.037,-3.6,0.4,-3.2,-0.4
465,Kendrick Nunn,SG,24.0,MIA,62.0,1846,13.5,.545,.426,.108,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,1.0,1.4,2.4,.064,-0.7,-1.3,-2.0,0.0
466,David Nwaba,SF,27.0,BRK,20.0,268,14.0,.627,.394,.380,3.2,13.9,8.6,4.4,1.9,3.7,8.8,14.2,0.4,0.4,0.8,.142,-1.1,2.0,1.0,0.2
467,Royce O'Neale,PF,26.0,UTA,64.0,1862,9.3,.584,.657,.153,1.4,17.8,10.0,11.5,1.2,1.3,12.7,9.3,1.8,2.2,4.0,.104,-1.3,2.1,0.8,1.3
468,Kyle O'Quinn,C,29.0,PHI,26.0,258,18.1,.541,.319,.264,13.7,28.3,21.0,19.1,0.9,7.3,18.3,16.5,0.3,0.5,0.8,.155,-0.7,2.2,1.5,0.2
469,Semi Ojeleye,PF,25.0,BOS,61.0,891,7.6,.557,.616,.176,2.9,11.9,7.5,4.5,1.0,0.5,6.5,8.8,0.8,0.9,1.7,.091,-2.1,0.5,-1.6,0.1
470,Jahlil Okafor,C,24.0,NOP,28.0,424,17.8,.631,.014,.403,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,0.7,0.4,1.1,.129,-0.8,0.6,-0.2,0.2
471,Elie Okobo,PG,22.0,PHO,54.0,707,10.5,.511,.392,.370,2.5,11.6,6.9,21.5,1.6,0.5,15.3,14.9,0.4,0.5,0.9,.059,-2.0,-0.1,-2.1,0.0
472,Josh Okogie,SG,21.0,MIN,62.0,1547,11.5,.553,.387,.480,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,1.0,1.2,2.2,.067,-2.4,0.0,-2.4,-0.1
473,KZ Okpala,SF,20.0,MIA,5.0,26,13.7,.595,.200,.400,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0.0,0.0,0.1,.119,-1.2,4.0,2.7,0.0
474,Victor Oladipo,SG,27.0,IND,13.0,337,12.0,.500,.429,.255,2.3,11.0,6.7,16.9,1.6,0.8,13.5,27.0,-0.3,0.4,0.1,.008,-1.7,-1.3,-3.0,-0.1
475,Kelly Olynyk,C,28.0,MIA,59.0,1089,14.7,.640,.584,.259,4.0,22.0,13.4,13.2,1.7,1.6,15.1,16.9,1.7,1.5,3.2,.140,0.1,1.0,1.1,0.8
476,Miye Oni,SG,22.0,UTA,5.0,11,-9.9,.000,.500,.000,0.0,19.1,10.0,0.0,0.0,0.0,33.3,12.0,-0.1,0.0,-0.1,-0.285,-12.7,-4.6,-17.3,0.0
477,Cedi Osman,SF,24.0,CLE,65.0,1910,10.7,.552,.527,.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1.1,0.5,1.6,.040,-1.6,-0.9,-2.6,-0.3
478,Kelly Oubre Jr.,SF,24.0,PHO,56.0,1933,14.9,.560,.372,.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,1.7,1.9,3.6,.090,-0.3,-0.4,-0.6,0.7
479,Tariq Owens,PF,24.0,PHO,3.0,15,8.4,.340,.400,.400,14.5,7.6,11.1,0.0,3.2,0.0,0.0,16.7,0.0,0.0,0.0,.017,-3.1,-2.8,-5.9,0.0
480,Jeremy Pargo,PG,33.0,GSW,3.0,44,12.7,.557,.318,.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,.011,-2.8,-3.1,-5.9,0.0
482,Jabari Parker,PF,24.0,TOT,33.0,852,17.0,.561,.291,.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,0.5,0.7,1.2,.066,0.2,-0.4,-0.1,0.4
483,Jabari Parker,PF,24.0,ATL,32.0,837,17.2,.565,.293,.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24.0,0.5,0.7,1.2,.069,0.4,-0.3,0.1,0.4
484,Jabari Parker,PF,24.0,SAC,1.0,15,4.0,.291,.167,.333,0.0,30.9,15.0,17.4,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.079,-6.9,-3.4,-10.3,0.0
485,Chandler Parsons,SF,31.0,ATL,5.0,54,5.6,.389,.778,.000,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,-0.1,0.0,-0.1,-0.066,-4.7,-1.3,-6.0,-0.1
486,Eric Paschall,PF,23.0,GSW,60.0,1654,14.5,.571,.202,.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,.062,-0.7,-2.0,-2.7,-0.3
487,Anžejs Pasečņiks,C,24.0,WAS,24.0,405,11.6,.555,.019,.509,10.2,16.9,13.4,5.7,0.9,2.6,14.5,15.6,0.3,0.2,0.5,.056,-3.8,-1.6,-5.4,-0.3
488,Patrick Patterson,PF,30.0,LAC,51.0,607,11.7,.576,.755,.181,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,0.9,0.6,1.5,.118,0.9,-0.5,0.4,0.4
489,Justin Patton,C,22.0,OKC,5.0,24,4.7,.450,.400,.000,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,0.0,0.0,0.0,-0.066,-6.9,-3.3,-10.1,-0.1
490,Chris Paul,PG,34.0,OKC,63.0,2003,21.7,.609,.347,.311,1.2,15.5,8.6,33.4,2.4,0.4,13.0,23.2,5.5,2.5,8.1,.194,3.1,1.2,4.3,3.2
491,Elfrid Payton,PG,25.0,NYK,45.0,1246,16.0,.470,.157,.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,.065,-0.3,0.3,0.0,0.6
492,Gary Payton II,PG,27.0,WAS,29.0,432,11.3,.473,.397,.069,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,0.1,0.4,0.4,.049,-3.1,1.5,-1.6,0.0
493,Norvel Pelle,C,26.0,PHI,20.0,178,11.2,.521,.000,.343,9.9,27.3,18.6,5.3,0.3,12.0,24.4,12.9,-0.1,0.4,0.3,.082,-7.1,3.1,-4.1,-0.1
494,Theo Pinson,SG,24.0,BRK,33.0,365,5.2,.370,.516,.103,2.9,12.1,7.6,22.0,2.2,0.9,16.9,22.4,-1.0,0.5,-0.6,-0.074,-6.9,-0.2,-7.1,-0.5
495,Mason Plumlee,C,29.0,DEN,53.0,900,19.1,.615,.016,.556,11.0,23.9,17.4,20.0,1.6,3.4,18.9,18.4,1.7,1.3,3.0,.162,0.2,2.0,2.2,1.0
496,Jakob Poeltl,C,24.0,SAS,58.0,965,19.6,.611,.000,.339,11.6,23.0,17.3,14.6,1.5,7.7,15.2,13.3,2.0,1.3,3.3,.165,0.8,2.3,3.1,1.2
497,Vincent Poirier,C,26.0,BOS,21.0,114,12.8,.540,.061,.212,9.5,22.4,16.0,8.6,0.8,4.9,14.3,15.8,0.1,0.2,0.3,.124,-4.5,0.7,-3.8,-0.1
498,Shamorie Ponds,PG,21.0,TOR,4.0,11,33.2,.765,.400,.400,0.0,9.4,4.8,32.1,0.0,8.8,0.0,22.9,0.1,0.0,0.1,.451,8.4,5.3,13.7,0.0
499,Jordan Poole,SG,20.0,GSW,57.0,1274,7.2,.454,.528,.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5
500,Kevin Porter Jr.,SF,19.0,CLE,50.0,1162,10.8,.535,.375,.240,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,-0.3,0.6,0.3,.011,-3.2,-0.6,-3.7,-0.5
501,Michael Porter Jr.,PF,21.0,DEN,48.0,670,18.5,.589,.358,.151,8.8,24.3,16.5,8.0,1.5,2.6,10.3,22.0,1.0,0.9,2.0,.141,1.4,-0.7,0.8,0.5
502,Otto Porter,SF,26.0,CHI,14.0,331,15.8,.550,.443,.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,0.4,0.4,0.8,.112,0.9,0.2,1.0,0.3
503,Bobby Portis,C,24.0,NYK,66.0,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,.064,0.1,-1.1,-1.0,0.3
505,Kristaps Porziņģis,PF,24.0,DAL,51.0,1597,19.3,.540,.447,.282,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,1.7,2.6,4.3,.129,1.2,0.3,1.5,1.4
506,Dwight Powell,C,28.0,DAL,40.0,1061,16.0,.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,2.6,1.1,3.7,.169,0.4,1.0,1.4,0.9
507,Norman Powell,SG,26.0,TOR,44.0,1269,17.4,.629,.457,.252,2.0,11.2,6.7,9.7,2.1,1.3,10.0,21.5,2.2,1.9,4.2,.157,1.4,0.9,2.3,1.4
508,Chasson Randle,PG,26.0,GSW,3.0,40,6.7,.377,.500,1.500,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,.044,-5.9,0.1,-5.8,0.0
509,Julius Randle,PF,25.0,NYK,64.0,2080,17.5,.538,.230,.350,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,1.0,1.7,2.7,.062,0.7,-1.0,-0.3,0.9
510,Josh Reaves,SG,22.0,DAL,2.0,1,-40.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,-1.036,-24.4,-15.1,-39.5,0.0
511,Cam Reddish,SF,20.0,ATL,58.0,1551,9.0,.500,.451,.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.2,-1.0,-4.2,-0.9
512,J.J. Redick,SG,35.0,NOP,54.0,1425,15.1,.639,.618,.292,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,3.2,0.6,3.7,.125,2.0,-1.6,0.4,0.9
513,Naz Reid,C,20.0,MIN,30.0,495,15.3,.505,.399,.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,.074,-1.6,-0.3,-1.9,0.0
514,Josh Richardson,SG,26.0,PHI,48.0,1474,12.1,.526,.373,.223,2.8,9.4,6.1,14.8,1.5,2.0,12.6,21.1,0.3,1.6,1.9,.062,-1.5,-0.2,-1.7,0.1
515,Austin Rivers,SG,27.0,HOU,60.0,1402,10.3,.538,.537,.208,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,1.3,1.0,2.2,.077,-1.9,-0.4,-2.3,-0.1
516,Duncan Robinson,SF,25.0,MIA,65.0,1949,12.8,.678,.886,.086,0.5,11.2,6.1,7.0,0.9,0.8,8.6,15.8,3.2,1.5,4.7,.116,1.2,-0.9,0.3,1.1
517,Glenn Robinson III,SF,26.0,TOT,60.0,1743,13.4,.576,.330,.144,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,2.0,0.8,2.8,.077,-0.5,-1.1,-1.6,0.2
518,Glenn Robinson III,SF,26.0,GSW,48.0,1516,13.1,.574,.335,.146,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,1.5,0.6,2.1,.067,-0.5,-1.2,-1.7,0.1
519,Glenn Robinson III,SF,26.0,PHI,12.0,227,14.9,.594,.296,.127,5.8,10.7,8.3,7.1,1.7,0.8,3.8,14.8,0.5,0.2,0.7,.147,-0.2,-0.9,-1.1,0.1
520,Jerome Robinson,SG,22.0,TOT,55.0,748,6.0,.439,.481,.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.7,0.7,0.0,.003,-4.6,0.1,-4.5,-0.5
521,Jerome Robinson,SG,22.0,LAC,42.0,476,4.8,.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.9,-0.6,0.6,0.0,-0.002,-5.4,0.6,-4.8,-0.3
522,Jerome Robinson,SG,22.0,WAS,13.0,272,8.1,.468,.463,.125,1.6,17.6,9.3,9.2,1.5,1.9,8.7,14.1,-0.1,0.1,0.1,.011,-3.3,-0.6,-3.9,-0.1
523,Justin Robinson,PG,22.0,WAS,9.0,49,8.2,.542,.417,.000,2.2,9.3,5.6,18.6,0.0,1.8,20.0,12.7,0.0,0.0,0.0,.006,-2.6,-3.1,-5.7,0.0
524,Mitchell Robinson,C,21.0,NYK,61.0,1412,23.5,.726,.000,.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,.230,1.6,1.3,3.0,1.8
525,Isaiah Roby,SF,21.0,OKC,3.0,11,-7.7,.000,.000,.000,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.191,-12.0,-3.5,-15.5,0.0
526,Rajon Rondo,PG,33.0,LAL,48.0,984,12.4,.494,.381,.125,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,0.2,1.3,1.5,.073,-1.1,0.0,-1.2,0.2
527,Derrick Rose,PG,31.0,DET,50.0,1298,21.1,.555,.195,.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.9,0.6,2.5,.093,4.0,-1.7,2.2,1.4
528,Terrence Ross,SG,28.0,ORL,63.0,1723,14.2,.548,.584,.207,0.8,12.3,6.3,6.8,2.0,1.2,6.8,22.8,1.0,1.8,2.9,.080,0.0,-0.3,-0.4,0.7
530,Terry Rozier,PG,25.0,CHO,63.0,2164,14.9,.553,.450,.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,.067,0.8,-1.3,-0.4,0.8
531,Ricky Rubio,PG,29.0,PHO,57.0,1802,16.3,.531,.308,.334,2.5,14.0,8.2,39.9,2.3,0.4,18.1,20.2,2.4,1.7,4.1,.109,0.5,0.2,0.7,1.2
532,D'Angelo Russell,PG,23.0,TOT,45.0,1452,18.7,.556,.509,.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,1.1,0.7,1.8,.060,3.8,-1.9,1.9,1.4
